,model,animal,accuracy
4676,top_model_weights_no_3d,horse,0.695
4677,top_model_weights_no_3d,horse,0.71
4678,top_model_weights_no_3d,horse,0.685
4679,top_model_weights_no_3d,horse,0.7
4680,top_model_weights_no_3d,horse,0.705
4681,top_model_weights_no_3d,horse,0.705
4682,top_model_weights_no_3d,horse,0.695
4683,top_model_weights_no_3d,horse,0.69
4684,top_model_weights_no_3d,horse,0.72
4685,top_model_weights_no_3d,horse,0.71
4686,top_model_weights_no_3d,horse,0.675
4687,top_model_weights_no_3d,horse,0.72
4688,top_model_weights_no_3d,horse,0.68
4689,top_model_weights_no_3d,horse,0.72
4690,top_model_weights_no_3d,horse,0.72
4691,top_model_weights_no_3d,horse,0.685
4692,top_model_weights_no_3d,horse,0.7
4693,top_model_weights_no_3d,horse,0.67
4694,top_model_weights_no_3d,horse,0.69
4695,top_model_weights_no_3d,horse,0.715
4696,top_model_weights_no_3d,horse,0.65
4697,top_model_weights_no_3d,horse,0.7
4698,top_model_weights_no_3d,horse,0.735
4699,top_model_weights_no_3d,horse,0.7
4700,top_model_weights_no_3d,horse,0.7
4701,top_model_weights_no_3d,horse,0.69
4702,top_model_weights_no_3d,horse,0.73
4703,top_model_weights_no_3d,horse,0.695
4704,top_model_weights_no_3d,horse,0.715
4705,top_model_weights_no_3d,horse,0.73
4706,top_model_weights_no_3d,horse,0.7
4707,top_model_weights_no_3d,horse,0.7
4708,top_model_weights_no_3d,horse,0.68
4709,top_model_weights_no_3d,horse,0.735
4710,top_model_weights_no_3d,horse,0.69
4711,top_model_weights_no_3d,horse,0.705
4712,top_model_weights_no_3d,horse,0.63
4713,top_model_weights_no_3d,horse,0.715
4714,top_model_weights_no_3d,horse,0.745
4715,top_model_weights_no_3d,horse,0.66
4716,top_model_weights_no_3d,horse,0.725
4717,top_model_weights_no_3d,horse,0.69
4718,top_model_weights_no_3d,horse,0.67
4719,top_model_weights_no_3d,horse,0.72
4720,top_model_weights_no_3d,horse,0.685
4721,top_model_weights_no_3d,horse,0.72
4722,top_model_weights_no_3d,horse,0.72
4723,top_model_weights_no_3d,horse,0.645
4724,top_model_weights_no_3d,horse,0.695
4725,top_model_weights_no_3d,horse,0.7
4726,top_model_weights_no_3d,horse,0.67
4727,top_model_weights_no_3d,horse,0.715
4728,top_model_weights_no_3d,horse,0.715
4729,top_model_weights_no_3d,horse,0.745
4730,top_model_weights_no_3d,horse,0.72
4731,top_model_weights_no_3d,horse,0.685
4732,top_model_weights_no_3d,horse,0.715
4733,top_model_weights_no_3d,horse,0.67
4734,top_model_weights_no_3d,horse,0.705
4735,top_model_weights_no_3d,horse,0.72
4736,top_model_weights_no_3d,horse,0.74
4737,top_model_weights_no_3d,horse,0.74
4738,top_model_weights_no_3d,horse,0.725
4739,top_model_weights_no_3d,horse,0.755
4740,top_model_weights_no_3d,horse,0.715
4741,top_model_weights_no_3d,horse,0.695
4742,top_model_weights_no_3d,horse,0.69
4743,top_model_weights_no_3d,horse,0.735
4744,top_model_weights_no_3d,horse,0.76
4745,top_model_weights_no_3d,horse,0.7
4746,top_model_weights_no_3d,horse,0.665
4747,top_model_weights_no_3d,horse,0.71
4748,top_model_weights_no_3d,horse,0.705
4749,top_model_weights_no_3d,horse,0.68
4750,top_model_weights_no_3d,horse,0.725
4751,top_model_weights_no_3d,horse,0.72
4752,top_model_weights_no_3d,horse,0.73
4753,top_model_weights_no_3d,horse,0.72
4754,top_model_weights_no_3d,horse,0.72
4755,top_model_weights_no_3d,horse,0.71
4756,top_model_weights_no_3d,horse,0.655
4757,top_model_weights_no_3d,horse,0.7
4758,top_model_weights_no_3d,horse,0.69
4759,top_model_weights_no_3d,horse,0.675
4760,top_model_weights_no_3d,horse,0.735
4761,top_model_weights_no_3d,horse,0.72
4762,top_model_weights_no_3d,horse,0.74
4763,top_model_weights_no_3d,horse,0.695
4764,top_model_weights_no_3d,horse,0.68
4765,top_model_weights_no_3d,horse,0.725
4766,top_model_weights_no_3d,horse,0.71
4767,top_model_weights_no_3d,horse,0.765
4768,top_model_weights_no_3d,horse,0.74
4769,top_model_weights_no_3d,horse,0.73
4770,top_model_weights_no_3d,horse,0.705
4771,top_model_weights_no_3d,horse,0.715
4772,top_model_weights_no_3d,horse,0.695
4773,top_model_weights_no_3d,horse,0.72
4774,top_model_weights_no_3d,horse,0.705
4775,top_model_weights_no_3d,horse,0.695
4776,top_model_weights_no_3d,horse,0.71
4777,top_model_weights_no_3d,horse,0.75
4778,top_model_weights_no_3d,horse,0.72
4779,top_model_weights_no_3d,horse,0.715
4780,top_model_weights_no_3d,horse,0.675
4781,top_model_weights_no_3d,horse,0.74
4782,top_model_weights_no_3d,horse,0.635
4783,top_model_weights_no_3d,horse,0.7
4784,top_model_weights_no_3d,horse,0.74
4785,top_model_weights_no_3d,horse,0.655
4786,top_model_weights_no_3d,horse,0.705
4787,top_model_weights_no_3d,horse,0.72
4788,top_model_weights_no_3d,horse,0.7
4789,top_model_weights_no_3d,horse,0.66
4790,top_model_weights_no_3d,horse,0.725
4791,top_model_weights_no_3d,horse,0.705
4792,top_model_weights_no_3d,horse,0.695
4793,top_model_weights_no_3d,horse,0.68
4794,top_model_weights_no_3d,horse,0.72
4795,top_model_weights_no_3d,horse,0.715
4796,top_model_weights_no_3d,horse,0.73
4797,top_model_weights_no_3d,horse,0.705
4798,top_model_weights_no_3d,horse,0.705
4799,top_model_weights_no_3d,horse,0.75
4800,top_model_weights_no_3d,horse,0.715
4801,top_model_weights_no_3d,horse,0.71
4802,top_model_weights_no_3d,horse,0.71
4803,top_model_weights_no_3d,horse,0.67
4804,top_model_weights_no_3d,horse,0.705
4805,top_model_weights_no_3d,horse,0.745
4806,top_model_weights_no_3d,horse,0.7
4807,top_model_weights_no_3d,horse,0.72
4808,top_model_weights_no_3d,horse,0.71
4809,top_model_weights_no_3d,horse,0.665
4810,top_model_weights_no_3d,horse,0.69
4811,top_model_weights_no_3d,horse,0.7
4812,top_model_weights_no_3d,horse,0.715
4813,top_model_weights_no_3d,horse,0.775
4814,top_model_weights_no_3d,horse,0.74
4815,top_model_weights_no_3d,horse,0.745
4816,top_model_weights_no_3d,horse,0.71
4817,top_model_weights_no_3d,horse,0.71
4818,top_model_weights_no_3d,horse,0.74
4819,top_model_weights_no_3d,horse,0.69
4820,top_model_weights_no_3d,horse,0.735
4821,top_model_weights_no_3d,horse,0.71
4822,top_model_weights_no_3d,horse,0.695
4823,top_model_weights_no_3d,horse,0.705
4824,top_model_weights_no_3d,horse,0.705
4825,top_model_weights_no_3d,horse,0.71
4826,top_model_weights_no_3d,horse,0.705
4827,top_model_weights_no_3d,horse,0.695
4828,top_model_weights_no_3d,horse,0.725
4829,top_model_weights_no_3d,horse,0.665
4830,top_model_weights_no_3d,horse,0.695
4831,top_model_weights_no_3d,horse,0.74
4832,top_model_weights_no_3d,horse,0.63
4833,top_model_weights_no_3d,horse,0.715
4834,top_model_weights_no_3d,horse,0.7
4835,top_model_weights_no_3d,horse,0.76
4836,top_model_weights_no_3d,horse,0.73
4837,top_model_weights_no_3d,horse,0.695
4838,top_model_weights_no_3d,horse,0.725
4839,top_model_weights_no_3d,horse,0.735
4840,top_model_weights_no_3d,horse,0.72
4841,top_model_weights_no_3d,horse,0.715
4842,top_model_weights_no_3d,horse,0.625
4843,top_model_weights_no_3d,horse,0.715
4844,top_model_weights_no_3d,horse,0.68
4845,top_model_weights_no_3d,horse,0.71
4846,top_model_weights_no_3d,horse,0.685
4847,top_model_weights_no_3d,horse,0.745
4848,top_model_weights_no_3d,horse,0.72
4849,top_model_weights_no_3d,horse,0.635
4850,top_model_weights_no_3d,horse,0.645
4851,top_model_weights_no_3d,horse,0.735
4852,top_model_weights_no_3d,horse,0.715
4853,top_model_weights_no_3d,horse,0.68
4854,top_model_weights_no_3d,horse,0.74
4855,top_model_weights_no_3d,horse,0.735
4856,top_model_weights_no_3d,horse,0.705
4857,top_model_weights_no_3d,horse,0.655
4858,top_model_weights_no_3d,horse,0.665
4859,top_model_weights_no_3d,horse,0.665
4860,top_model_weights_no_3d,horse,0.715
4861,top_model_weights_no_3d,horse,0.74
4862,top_model_weights_no_3d,horse,0.735
4863,top_model_weights_no_3d,horse,0.665
4864,top_model_weights_no_3d,horse,0.725
4865,top_model_weights_no_3d,horse,0.705
4866,top_model_weights_no_3d,horse,0.685
4867,top_model_weights_no_3d,horse,0.67
4868,top_model_weights_no_3d,horse,0.67
4869,top_model_weights_no_3d,horse,0.71
4870,top_model_weights_no_3d,horse,0.665
4871,top_model_weights_no_3d,horse,0.75
4872,top_model_weights_no_3d,horse,0.65
4873,top_model_weights_no_3d,horse,0.685
4874,top_model_weights_no_3d,horse,0.745
4875,top_model_weights_no_3d,horse,0.66
4876,top_model_weights_no_3d,horse,0.71
4877,top_model_weights_no_3d,horse,0.745
4878,top_model_weights_no_3d,horse,0.695
4879,top_model_weights_no_3d,horse,0.63
4880,top_model_weights_no_3d,horse,0.725
4881,top_model_weights_no_3d,horse,0.72
4882,top_model_weights_no_3d,horse,0.715
4883,top_model_weights_no_3d,horse,0.71
4884,top_model_weights_no_3d,horse,0.705
4885,top_model_weights_no_3d,horse,0.755
4886,top_model_weights_no_3d,horse,0.725
4887,top_model_weights_no_3d,horse,0.7
4888,top_model_weights_no_3d,horse,0.67
4889,top_model_weights_no_3d,horse,0.715
4890,top_model_weights_no_3d,horse,0.74
4891,top_model_weights_no_3d,horse,0.67
4892,top_model_weights_no_3d,horse,0.715
4893,top_model_weights_no_3d,horse,0.745
4894,top_model_weights_no_3d,horse,0.63
4895,top_model_weights_no_3d,horse,0.73
4896,top_model_weights_no_3d,horse,0.705
4897,top_model_weights_no_3d,horse,0.66
4898,top_model_weights_no_3d,horse,0.695
4899,top_model_weights_no_3d,horse,0.68
4900,top_model_weights_no_3d,horse,0.71
4901,top_model_weights_no_3d,horse,0.69
4902,top_model_weights_no_3d,horse,0.735
4903,top_model_weights_no_3d,horse,0.715
4904,top_model_weights_no_3d,horse,0.765
4905,top_model_weights_no_3d,horse,0.645
4906,top_model_weights_no_3d,horse,0.7
4907,top_model_weights_no_3d,horse,0.735
4908,top_model_weights_no_3d,horse,0.735
4909,top_model_weights_no_3d,horse,0.68
4910,top_model_weights_no_3d,horse,0.72
4911,top_model_weights_no_3d,horse,0.66
4912,top_model_weights_no_3d,horse,0.735
4913,top_model_weights_no_3d,horse,0.665
4914,top_model_weights_no_3d,horse,0.715
4915,top_model_weights_no_3d,horse,0.705
4916,top_model_weights_no_3d,horse,0.745
4917,top_model_weights_no_3d,horse,0.77
4918,top_model_weights_no_3d,horse,0.69
4919,top_model_weights_no_3d,horse,0.65
4920,top_model_weights_no_3d,horse,0.675
4921,top_model_weights_no_3d,horse,0.71
4922,top_model_weights_no_3d,horse,0.695
4923,top_model_weights_no_3d,horse,0.705
4924,top_model_weights_no_3d,horse,0.72
4925,top_model_weights_no_3d,horse,0.76
4926,top_model_weights_no_3d,horse,0.74
4927,top_model_weights_no_3d,horse,0.735
4928,top_model_weights_no_3d,horse,0.715
4929,top_model_weights_no_3d,horse,0.725
4930,top_model_weights_no_3d,horse,0.735
4931,top_model_weights_no_3d,horse,0.685
4932,top_model_weights_no_3d,horse,0.71
4933,top_model_weights_no_3d,horse,0.685
4934,top_model_weights_no_3d,horse,0.665
4935,top_model_weights_no_3d,horse,0.71
4936,top_model_weights_no_3d,horse,0.735
4937,top_model_weights_no_3d,horse,0.725
4938,top_model_weights_no_3d,horse,0.72
4939,top_model_weights_no_3d,horse,0.7
4940,top_model_weights_no_3d,horse,0.715
4941,top_model_weights_no_3d,horse,0.74
4942,top_model_weights_no_3d,horse,0.675
4943,top_model_weights_no_3d,horse,0.685
4944,top_model_weights_no_3d,horse,0.675
4945,top_model_weights_no_3d,horse,0.775
4946,top_model_weights_no_3d,horse,0.715
4947,top_model_weights_no_3d,horse,0.635
4948,top_model_weights_no_3d,horse,0.68
4949,top_model_weights_no_3d,horse,0.705
4950,top_model_weights_no_3d,horse,0.675
4951,top_model_weights_no_3d,horse,0.695
4952,top_model_weights_no_3d,horse,0.735
4953,top_model_weights_no_3d,horse,0.645
4954,top_model_weights_no_3d,horse,0.705
4955,top_model_weights_no_3d,horse,0.68
4956,top_model_weights_no_3d,horse,0.715
4957,top_model_weights_no_3d,horse,0.675
4958,top_model_weights_no_3d,horse,0.665
4959,top_model_weights_no_3d,horse,0.705
4960,top_model_weights_no_3d,horse,0.735
4961,top_model_weights_no_3d,horse,0.74
4962,top_model_weights_no_3d,horse,0.67
4963,top_model_weights_no_3d,horse,0.735
4964,top_model_weights_no_3d,horse,0.72
4965,top_model_weights_no_3d,horse,0.665
4966,top_model_weights_no_3d,horse,0.69
4967,top_model_weights_no_3d,horse,0.765
4968,top_model_weights_no_3d,horse,0.67
4969,top_model_weights_no_3d,horse,0.7
4970,top_model_weights_no_3d,horse,0.67
4971,top_model_weights_no_3d,horse,0.675
4972,top_model_weights_no_3d,horse,0.73
4973,top_model_weights_no_3d,horse,0.715
4974,top_model_weights_no_3d,horse,0.665
4975,top_model_weights_no_3d,horse,0.7
4976,top_model_weights_no_3d,horse,0.69
4977,top_model_weights_no_3d,horse,0.7
4978,top_model_weights_no_3d,horse,0.69
4979,top_model_weights_no_3d,horse,0.73
4980,top_model_weights_no_3d,horse,0.74
4981,top_model_weights_no_3d,horse,0.665
4982,top_model_weights_no_3d,horse,0.775
4983,top_model_weights_no_3d,horse,0.685
4984,top_model_weights_no_3d,horse,0.71
4985,top_model_weights_no_3d,horse,0.67
4986,top_model_weights_no_3d,horse,0.74
4987,top_model_weights_no_3d,horse,0.74
4988,top_model_weights_no_3d,horse,0.755
4989,top_model_weights_no_3d,horse,0.74
4990,top_model_weights_no_3d,horse,0.745
4991,top_model_weights_no_3d,horse,0.74
4992,top_model_weights_no_3d,horse,0.685
4993,top_model_weights_no_3d,horse,0.705
4994,top_model_weights_no_3d,horse,0.685
4995,top_model_weights_no_3d,horse,0.695
4996,top_model_weights_no_3d,horse,0.685
4997,top_model_weights_no_3d,horse,0.71
4998,top_model_weights_no_3d,horse,0.675
4999,top_model_weights_no_3d,horse,0.74
5000,top_model_weights_with_3d,horse,0.64
5001,top_model_weights_with_3d,horse,0.655
5002,top_model_weights_with_3d,horse,0.615
5003,top_model_weights_with_3d,horse,0.715
5004,top_model_weights_with_3d,horse,0.64
5005,top_model_weights_with_3d,horse,0.625
5006,top_model_weights_with_3d,horse,0.615
5007,top_model_weights_with_3d,horse,0.66
5008,top_model_weights_with_3d,horse,0.615
5009,top_model_weights_with_3d,horse,0.71
5010,top_model_weights_with_3d,horse,0.635
5011,top_model_weights_with_3d,horse,0.725
5012,top_model_weights_with_3d,horse,0.63
5013,top_model_weights_with_3d,horse,0.625
5014,top_model_weights_with_3d,horse,0.635
5015,top_model_weights_with_3d,horse,0.66
5016,top_model_weights_with_3d,horse,0.665
5017,top_model_weights_with_3d,horse,0.635
5018,top_model_weights_with_3d,horse,0.68
5019,top_model_weights_with_3d,horse,0.66
5020,top_model_weights_with_3d,horse,0.645
5021,top_model_weights_with_3d,horse,0.645
5022,top_model_weights_with_3d,horse,0.68
5023,top_model_weights_with_3d,horse,0.685
5024,top_model_weights_with_3d,horse,0.67
5025,top_model_weights_with_3d,horse,0.675
5026,top_model_weights_with_3d,horse,0.65
5027,top_model_weights_with_3d,horse,0.7
5028,top_model_weights_with_3d,horse,0.675
5029,top_model_weights_with_3d,horse,0.725
5030,top_model_weights_with_3d,horse,0.7
5031,top_model_weights_with_3d,horse,0.65
5032,top_model_weights_with_3d,horse,0.64
5033,top_model_weights_with_3d,horse,0.655
5034,top_model_weights_with_3d,horse,0.685
5035,top_model_weights_with_3d,horse,0.7
5036,top_model_weights_with_3d,horse,0.68
5037,top_model_weights_with_3d,horse,0.71
5038,top_model_weights_with_3d,horse,0.745
5039,top_model_weights_with_3d,horse,0.68
5040,top_model_weights_with_3d,horse,0.675
5041,top_model_weights_with_3d,horse,0.635
5042,top_model_weights_with_3d,horse,0.64
5043,top_model_weights_with_3d,horse,0.64
5044,top_model_weights_with_3d,horse,0.66
5045,top_model_weights_with_3d,horse,0.74
5046,top_model_weights_with_3d,horse,0.725
5047,top_model_weights_with_3d,horse,0.695
5048,top_model_weights_with_3d,horse,0.645
5049,top_model_weights_with_3d,horse,0.675
5050,top_model_weights_with_3d,horse,0.61
5051,top_model_weights_with_3d,horse,0.65
5052,top_model_weights_with_3d,horse,0.63
5053,top_model_weights_with_3d,horse,0.67
5054,top_model_weights_with_3d,horse,0.605
5055,top_model_weights_with_3d,horse,0.6
5056,top_model_weights_with_3d,horse,0.665
5057,top_model_weights_with_3d,horse,0.675
5058,top_model_weights_with_3d,horse,0.675
5059,top_model_weights_with_3d,horse,0.67
5060,top_model_weights_with_3d,horse,0.645
5061,top_model_weights_with_3d,horse,0.69
5062,top_model_weights_with_3d,horse,0.675
5063,top_model_weights_with_3d,horse,0.62
5064,top_model_weights_with_3d,horse,0.73
5065,top_model_weights_with_3d,horse,0.61
5066,top_model_weights_with_3d,horse,0.595
5067,top_model_weights_with_3d,horse,0.625
5068,top_model_weights_with_3d,horse,0.695
5069,top_model_weights_with_3d,horse,0.655
5070,top_model_weights_with_3d,horse,0.65
5071,top_model_weights_with_3d,horse,0.675
5072,top_model_weights_with_3d,horse,0.715
5073,top_model_weights_with_3d,horse,0.675
5074,top_model_weights_with_3d,horse,0.69
5075,top_model_weights_with_3d,horse,0.66
5076,top_model_weights_with_3d,horse,0.645
5077,top_model_weights_with_3d,horse,0.7
5078,top_model_weights_with_3d,horse,0.64
5079,top_model_weights_with_3d,horse,0.645
5080,top_model_weights_with_3d,horse,0.71
5081,top_model_weights_with_3d,horse,0.675
5082,top_model_weights_with_3d,horse,0.635
5083,top_model_weights_with_3d,horse,0.665
5084,top_model_weights_with_3d,horse,0.64
5085,top_model_weights_with_3d,horse,0.665
5086,top_model_weights_with_3d,horse,0.66
5087,top_model_weights_with_3d,horse,0.62
5088,top_model_weights_with_3d,horse,0.715
5089,top_model_weights_with_3d,horse,0.655
5090,top_model_weights_with_3d,horse,0.675
5091,top_model_weights_with_3d,horse,0.68
5092,top_model_weights_with_3d,horse,0.645
5093,top_model_weights_with_3d,horse,0.73
5094,top_model_weights_with_3d,horse,0.71
5095,top_model_weights_with_3d,horse,0.64
5096,top_model_weights_with_3d,horse,0.645
5097,top_model_weights_with_3d,horse,0.635
5098,top_model_weights_with_3d,horse,0.655
5099,top_model_weights_with_3d,horse,0.685
5100,top_model_weights_with_3d,horse,0.725
5101,top_model_weights_with_3d,horse,0.64
5102,top_model_weights_with_3d,horse,0.67
5103,top_model_weights_with_3d,horse,0.67
5104,top_model_weights_with_3d,horse,0.67
5105,top_model_weights_with_3d,horse,0.68
5106,top_model_weights_with_3d,horse,0.67
5107,top_model_weights_with_3d,horse,0.625
5108,top_model_weights_with_3d,horse,0.615
